Name,Description,Strengths,Weaknesses,Height,Weight,40 time,RAS
Dylan Fairchild,"Fairchild is a powerful interior offensive lineman with good athleticism and competitive toughness. He displays impressive strength at the point of attack, moving defenders in the run game with powerful drive blocking. In pass protection, Fairchild shows a strong anchor and good lateral mobility to mirror interior rushers. His hand placement is consistently inside, and he resets effectively when defenders try to disengage. Fairchild demonstrates good awareness of stunts and blitzes, working well in combination with his fellow linemen.","Power at point of attack, athletic traits, hand placement, awareness of stunts/blitzes, drive blocking ability, strong anchor, competitive toughness, finishing mentality","Occasionally plays too high affecting leverage, can improve body control in space, needs to maintain consistent pad level throughout games, developing consistency in pass protection",6-5,318,5.15,
Oluwafemi Oladejo,"Oladejo is an athletic, rangy linebacker with excellent sideline-to-sideline speed and pursuit ability. He possesses natural instincts for finding the football and takes efficient angles to ball carriers. His length and frame allow him to effectively stack and shed blocks while maintaining good position in run defense. In coverage, Oladejo shows fluid hip movement and the ability to match with running backs and tight ends in man coverage. His closing burst and tackling radius stand out when playing downhill, allowing him to limit yards after contact.","Range and pursuit speed, tackling form, length and frame, coverage instincts, closing burst, block shedding, athletic traits, tackling radius","Can be a step slow in play diagnosis, needs to improve taking on blocks directly, occasionally overpursues angles, pass rush technique needs development, inconsistent play strength",6-3,259,4.7,
RJ Harvey,"Harvey is an explosive running back with outstanding burst and acceleration through the hole. He possesses excellent vision to identify cutback lanes and the agility to quickly change direction without losing speed. His contact balance is impressive, allowing him to run through arm tackles and maintain balance after initial contact. Harvey displays natural receiving skills out of the backfield and can be a mismatch against linebackers in coverage. His home run ability stands out, capable of turning routine plays into explosive gains with his combination of speed and elusiveness.","Burst and acceleration, contact balance, vision, change of direction, receiving ability, explosive play potential, elusiveness in space, yards after contact","Pass protection technique needs refinement, ball security concerns in traffic, can improve route running precision, needs more consistency in blitz pickup, somewhat limited power running experience",5-8,205,4.4,8.49
Clay Webb,Webb is a technically refined interior offensive lineman with excellent hand placement and leverage understanding. He demonstrates good lateral mobility to reach defensive tackles and linebackers on zone concepts. His football intelligence stands out in his ability to identify stunts and blitzes pre-snap and adjust protection calls accordingly. Webb displays solid anchor strength in pass protection and works well in combination blocks. His ability to climb to the second level while maintaining balance and body control is a significant asset in the run game.,"Technical refinement, hand placement, football IQ, leverage awareness, lateral movement skills, combination blocks, second level targeting, pass protection fundamentals","Play strength can be inconsistent, needs to improve lower body power, can struggle with powerful nose tackles, durability concerns, lacks elite athleticism",6-3,310,5.11,8.6
Dorian Strong,"Strong is a fluid cornerback with excellent length and ball skills. His long frame and wingspan allow him to contest catches and disrupt passing lanes effectively. He demonstrates smooth hip turn and transition when flipping to run with receivers vertically. Strong's press technique utilizes his length well to disrupt timing and routes at the line of scrimmage. In zone coverage, he shows good pattern recognition and awareness to anticipate throws. His tackling is reliable, especially against the run where he takes good angles and breaks down effectively in space.","Length and wingspan, ball skills, hip fluidity, press technique, zone awareness, tackling fundamentals, route recognition, vertical coverage ability","Can improve play strength against physical receivers, occasional false steps in quick-breaking routes, needs more consistent jam technique, can be targeted in run support, sometimes relies too much on athleticism",6-1,185,4.5,7.03
Zah Frazier,"Frazier is a disruptive defensive lineman with exceptional first-step quickness and backfield penetration ability. He displays impressive hand fighting techniques to defeat blocks and create immediate pressure. His motor runs consistently hot, pursuing plays downfield and showing relentless effort throughout games. Frazier possesses good flexibility to bend around the edge and flatten to the quarterback while maintaining speed. His versatility allows him to align at multiple positions across the defensive front. In the run game, he shows good gap discipline while still maintaining his disruptive presence.","First-step explosion, hand fighting technique, motor, bend and flexibility, versatility, backfield disruption, pursuit effort, pass rush potential","Needs to add functional strength, can be controlled by double teams, sometimes plays too upright, run defense consistency needs improvement, can add more counters to pass rush arsenal",,,,9.35
Tyler Baron,"Baron is a powerful edge defender with excellent length and the ability to set a firm edge against the run. He possesses impressive upper body strength to stack and shed blockers and maintain gap integrity. His bull rush is particularly effective, showing the ability to collapse the pocket and push tackles into the quarterback's lap. Baron displays good hand usage and the ability to convert speed to power effectively. His motor runs consistently and he pursues plays with good effort and intensity. As a run defender, he shows discipline in maintaining containment while still making plays.","Edge setting ability, length, power at point of attack, bull rush effectiveness, play strength, hand usage, motor, gap discipline, run defense","Lacks elite bend around the edge, change of direction can be improved, pass rush repertoire needs expansion, first step is good not great, sometimes plays with high pad level",6-5,260,4.62,8.64
Jackson Slater,"Slater is an athletic offensive tackle with excellent foot quickness and pass protection upside. He demonstrates smooth kick-slide technique and the ability to mirror pass rushers in space. His hand placement is consistent and he shows solid understanding of leverage in both pass and run blocking. Slater possesses good length and uses it well to keep defenders at bay. In the run game, he displays the mobility to execute zone schemes effectively and reach second-level defenders. His competitive toughness and finishing mentality stand out when driving defenders off the ball.","Foot quickness, kick-slide technique, hand placement, length, mirroring ability, zone blocking potential, second level mobility, competitive toughness","Play strength needs development, anchor can be inconsistent against power rushers, sometimes overextends in space, needs more functional power in run game, can improve hand strength",6-3,311,5.01,9.37
Logan Brown,"Brown is a massive offensive tackle with rare length and natural power. His wingspan creates an enormous pass protection radius that makes it difficult for edge rushers to get around him. In the run game, he generates significant movement at the point of attack with his natural strength and mass. Brown displays solid hand placement and the ability to latch onto defenders and control them once engaged. His length allows him to recover when initially beaten, providing a significant margin for error. When he plays with proper leverage, he can be a dominant force in both phases of the game.","Size and length, power at point of attack, drive blocking potential, pass protection radius, recovery ability, hand placement, movement skills for size, finishing strength","Inconsistent pad level, lateral agility can improve, sometimes relies too much on size over technique, bend and flexibility limitations, can struggle with speed rushers, hand placement consistency",6-6,311,5.18,9.49
Malachi Moore,"Moore is a versatile defensive back with excellent instincts and football intelligence. He processes plays quickly and shows advanced route recognition abilities. His versatility allows him to line up at multiple positions in the secondary including slot corner, deep safety, and in the box. Moore takes precise angles in run support and is a reliable open-field tackler. In coverage, he demonstrates fluid movement skills and the ability to transition quickly from backpedal to break. His ball skills are excellent, showing natural hands and timing when playing the ball in the air.","Versatility, football IQ, route recognition, tackling technique, positional flexibility, ball skills, play diagnosis, coverage awareness","Play strength can improve, sometimes takes calculated risks that backfire, can add bulk to hold up in the box, deep speed is good not elite, occasionally overaggressive in run support",5-11,196,4.5,
Jonas Sanker,"Sanker is a physical, downhill safety with impressive play recognition and run defense instincts. He diagnoses plays quickly and takes direct angles to the ball carrier, arriving with authority at the point of contact. His tackling technique is fundamentally sound with good form and follow-through. Sanker demonstrates solid zone coverage awareness, maintaining proper depth and positioning while keeping plays in front of him. He contributes effectively in blitz packages, timing his rushes well and finishing when he reaches the backfield. His versatility allows him to line up at multiple spots in the defensive backfield.","Physical play style, tackling technique, run support, play recognition, blitz effectiveness, zone coverage awareness, versatility, football intelligence","Man coverage limitations against shifty receivers, deep range needs refinement, change of direction skills can be improved, sometimes takes overly aggressive angles, ball skills in contested situations need development",6-0,206,4.48,7.06
Que Robinson,"Robinson is an explosive edge defender with excellent first-step quickness and bend around the corner. He demonstrates impressive flexibility to flatten to the quarterback while maintaining speed through his rush arc. His length is an asset in creating separation from offensive tackles and extending to make plays outside his frame. Robinson possesses good hand fighting technique, showing developing moves to defeat blocks and clear his path to the quarterback. In run defense, he's working to become more consistent at setting the edge and maintaining containment responsibilities. His closing burst allows him to quickly close ground and finish plays when he has a clear path to the ball.","First-step explosion, bend, flexibility, length, hand fighting potential, closing burst, pass rush upside, athletic traits","Run defense consistency needs improvement, can be moved in the run game, sometimes loses containment, play strength at point of attack needs development, pass rush plan can be more refined, occasionally relies too much on athleticism",6-5,241,4.6,
Elijah Roberts,"Roberts is a disruptive defensive lineman with excellent first-step quickness and penetration ability. He possesses good leverage and uses his hands effectively to shed blocks and maintain gap integrity. His motor runs consistently hot, pursuing plays downfield with urgency and effort. Roberts displays versatility along the defensive front, capable of aligning at multiple techniques. In pass rush situations, he shows good initial burst and the ability to collapse the pocket from the interior. His natural strength allows him to hold his ground against double teams and redirect running backs in the backfield.","First-step quickness, hand fighting technique, motor, versatility, leverage, gap integrity, penetration ability, pass rush potential","Needs to add more functional strength, pass rush moves need refinement, sometimes plays too high, lateral movement can improve, needs to develop counter moves, occasional overaggression opens running lanes",6-4,278,4.78,6.82
DJ Giddens,"Giddens is a well-rounded running back with excellent vision and patience behind the line of scrimmage. He possesses good burst through the hole once he identifies his running lane and accelerates quickly to the second level. His contact balance stands out, allowing him to run through arm tackles and maintain his balance after initial contact. Giddens demonstrates good receiving skills out of the backfield with reliable hands and the ability to create after the catch. In pass protection, he shows willingness and good technique in picking up blitzers. His running style combines power and elusiveness, making him effective in various offensive schemes.","Vision, patience, burst, contact balance, receiving ability, pass protection willingness, running versatility, second-level acceleration","Top-end speed is good not elite, sometimes hesitates too long at the line, ball security can improve in traffic, route running depth and precision need refinement, needs to improve lower body strength",6-0,212,4.43,9.78
Nohl Williams,"Williams is a technically sound cornerback with excellent footwork and short-area quickness. He demonstrates advanced route recognition skills and the ability to anticipate and jump routes effectively. His change of direction ability allows him to stay in phase with receivers through their breaks. Williams shows good ball skills with the ability to locate and play the ball at its highest point. In press coverage, he uses good hand placement and timing to disrupt receivers' releases. His tackling is reliable, especially against screen passes and quick throws where he closes quickly and finishes with proper form.","Footwork, route recognition, short-area quickness, ball skills, change of direction ability, press technique, tackling reliability, anticipation","Play strength can improve against physical receivers, deep speed is good not elite, can add more muscle to frame, sometimes overly aggressive in jump-ball situations, run support consistency needs development",6-0,199,4.5,7.12
Cody Simon,"Simon is an instinctive linebacker with excellent play recognition and processing speed. He diagnoses plays quickly and takes efficient angles to the ball carrier. His sideline-to-sideline range allows him to make plays across the field and limit explosive gains. Simon displays good coverage skills for the position, with the ability to match with running backs and tight ends in man coverage. His tackling technique is fundamentally sound, breaking down in space and wrapping securely. In blitz packages, he shows good timing and the ability to find gaps in the offensive line. His leadership and communication skills help coordinate the defensive front.","Play recognition, processing speed, range, coverage ability, tackling technique, blitz timing, leadership, communication skills","Can improve taking on blocks directly, play strength at point of attack needs development, sometimes overruns plays, pass rush moves could be expanded, occasionally caught out of position in complex coverage schemes",6-2,229,4.5,8.35
Ajani Cornelius,"Cornelius is a powerful offensive tackle with impressive physical tools and developmental upside. He possesses excellent length and natural strength to control defenders once engaged. In pass protection, he shows good anchor ability against bull rushers and the length to redirect edge speed. His hand placement is improving and he demonstrates the ability to reset when initially beaten. In the run game, Cornelius generates good movement at the point of attack with his natural power and drive. His foot quickness for his size is notable, allowing him to reach landmarks in pass sets and execute zone blocking concepts.","Length, natural strength, anchor ability, power at point of attack, developmental upside, foot quickness for size, recovery potential, competitive toughness","Technical refinement needed in pass sets, hand placement consistency can improve, sometimes plays with high pad level, needs to improve against counters and speed-to-power moves, lateral agility in space needs work",6-5,315,5.15,
Jah Joyner,"Joyner is an explosive edge defender with excellent first-step quickness and bend around the corner. He shows impressive flexibility to flatten to the quarterback while maintaining speed through his rush. His hand usage continues to develop, showing the ability to swipe and clear tackles' hands to create separation. Joyner possesses good length and uses it to create leverage against offensive tackles. His motor runs consistently hot, pursuing plays downfield and making effort tackles. In run defense, he's improving at setting the edge and maintaining gap discipline while still being disruptive.","First-step explosion, bend, flexibility, length, motor, pursuit effort, pass rush potential, athletic traits","Needs to add functional strength, can be controlled in run game, pass rush plan needs refinement, sometimes plays too narrow, run defense technique needs development, can add more counters to pass rush arsenal",6-5,265,4.6,6.86
Mitchell Evans,"Evans is a versatile tight end with excellent size and receiving ability. He presents a large target with a wide catch radius and reliable hands to secure throws away from his frame. His route running is developing, showing good understanding of leverage and how to find soft spots in zone coverage. After the catch, Evans demonstrates good contact balance and the ability to gain additional yardage. As a blocker, he shows willingness and improving technique, using his size and length to seal defenders in the run game. His red zone presence is notable, using his frame to box out defenders and make contested catches.","Size, catch radius, reliable hands, red zone threat, contact balance, versatility, blocking willingness, yards after catch ability","Route precision needs refinement, separation quickness can improve, blocking technique is still developing, needs to improve play strength, change of direction skills are adequate not elite, sometimes rounds off routes",6-5,258,4.74,7.25
Jamon Dumas-Johnson,"Dumas-Johnson is a physical, downhill linebacker with excellent instincts and run defense ability. He diagnoses plays quickly and attacks the line of scrimmage with authority. His tackling is a strength, delivering powerful hits and wrapping securely to finish plays. Dumas-Johnson displays good block shedding technique, using his hands effectively to disengage and find the ball carrier. In pass coverage, he shows awareness in zone drops and the ability to match short routes. His blitz timing is excellent, finding gaps in the offensive line and creating pressure up the middle. His field awareness and communication help coordinate the defensive front.","Physicality, run defense, tackling power, instincts, block shedding, blitz timing, downhill playing style, play diagnosis","Coverage range in space is limited, change of direction can improve, sometimes over-commits to run fakes, man coverage against athletic tight ends needs work, lateral range is good not great, occasionally overpursues",6-1,238,4.5,8.98
Chase Lundt,"Lundt is a fundamentally sound offensive lineman with excellent power and anchor in pass protection. He demonstrates good hand placement and the ability to reset against counter moves. His football intelligence stands out in his ability to identify blitzes and communicate protection adjustments pre-snap. In the run game, Lundt generates good movement at the point of attack with his natural leverage and leg drive. He works well in combination blocks, displaying good awareness and timing when climbing to the second level. His competitive toughness and finishing mentality are evident in his consistent effort to drive defenders off the ball.","Hand placement, power, anchor, football IQ, communication skills, run blocking power, combination block execution, competitive toughness","Lateral mobility can be improved, sometimes struggles with speed rushers, can play with high pad level, footwork in space needs refinement, recovery quickness after initial loss can improve",6-8,305,5.4,6.45
Jaylen Reed,"Reed is a versatile safety with excellent play recognition and downhill closing speed. He processes quickly and takes efficient angles to the ball carrier, arriving with explosive hitting power. His tackling technique is fundamentally sound, breaking down in space and wrapping with proper form. Reed displays good coverage instincts in zone, maintaining proper depth and positioning while keeping plays in front of him. In man coverage, he shows the athleticism to match with tight ends and running backs. His blitz timing is notable, disguising his intentions and creating pressure when called upon.","Play recognition, closing speed, tackling technique, hitting power, coverage instincts, blitz effectiveness, versatility, downhill explosiveness","Deep range needs refinement, can be overaggressive at times leading to missed tackles, man coverage against shifty receivers needs work, ball skills in contested situations can improve, sometimes takes risks in coverage",6-0,211,4.49,9.09
Miles Frazier,"Frazier is a powerful offensive lineman with impressive strength at the point of attack. He generates significant movement in the run game with his natural power and consistent leg drive. In pass protection, Frazier shows good anchor ability against bull rushers and the hand strength to control defenders once engaged. His awareness for stunts and blitzes continues to develop, showing improved recognition and reaction. Frazier displays positional versatility, having played multiple spots along the offensive line. His competitive toughness and finishing mentality are evident in his effort to drive defenders off the ball and play through the whistle.","Power at point of attack, anchor strength, hand strength, run blocking effectiveness, versatility, competitive toughness, finishing mentality, drive blocking ability","Lateral mobility needs improvement, sometimes struggles with speed rushers, hand placement consistency can improve, footwork in space needs refinement, recovery quickness after initial loss is limited",,,,9.32
Upton Stout,"Stout is a quick-twitch cornerback with excellent short-area burst and recovery speed. He transitions smoothly from backpedal to break on the ball, showing impressive closing speed. His ball skills are advanced, with natural hands and timing when playing the ball in the air. Stout demonstrates good route recognition, particularly on short and intermediate patterns. In press coverage, he shows developing technique with quick feet and active hands to disrupt timing. His competitive nature is evident in his willingness to support the run despite his frame. Stout's change of direction ability allows him to stay in phase with receivers through their breaks.","Short-area quickness, recovery speed, ball skills, transition ability, route recognition, competitive toughness, change of direction ability, closing burst","Play strength needs development, can struggle against physical receivers, tackling technique is inconsistent, sometimes relies too much on athleticism, deep ball tracking needs refinement",5-9,182,4.44,7.6
Kobe King,"King is an instinctive linebacker with excellent play recognition and downhill attacking ability. He diagnoses plays quickly and takes direct angles to the ball carrier, filling gaps with authority. His tackling technique is fundamentally sound, breaking down in space and delivering powerful hits. King displays good block shedding ability, using his hands effectively to disengage and find the ball. In coverage, he shows awareness in zone drops and the ability to match short routes. His blitz timing is excellent, finding gaps in the offensive line and creating interior pressure. King's leadership and communication skills help coordinate the defensive front.","Play recognition, instincts, downhill attacking, tackling technique, block shedding, blitz timing, leadership, gap filling ability","Coverage range can be limited, change of direction needs improvement, sometimes overpursues angles, man coverage against athletic tight ends needs development, lateral range is good not great",6-1,236,4.68,8.03
Nick Martin,"Martin is a technically refined defensive lineman with excellent hand usage and leverage understanding. He possesses good initial quickness off the snap and the ability to penetrate gaps with his first step. His motor runs consistently hot, pursuing plays downfield and showing relentless effort. Martin displays good play strength at the point of attack, holding his ground against double teams and maintaining gap integrity. His pass rush continues to develop, showing the ability to convert speed to power and collapse the pocket from the interior. Martin's versatility allows him to align at multiple positions along the defensive front.","Hand usage, leverage, motor, play strength, gap integrity, initial quickness, versatility, pass rush potential","Needs to add more functional strength, can improve lateral movement, sometimes plays too high, pass rush repertoire needs expansion, occasionally controlled by single blocks, needs more consistency",6-0,221,4.53,8.55
Bilhal Kone,"Kone is an athletic defensive lineman with impressive first-step quickness and penetration ability. He possesses good lateral movement skills to work down the line and make plays in pursuit. His motor runs consistently hot, showing relentless effort in chasing down plays from behind. Kone demonstrates good hand fighting technique to defeat blocks and create separation. In pass rush situations, he shows developing moves beyond his initial burst, including a promising swim move and bull rush. His frame suggests further development potential as he continues to add functional strength and refine technique.","First-step quickness, penetration ability, lateral movement, motor, hand fighting technique, developmental upside, pursuit effort, athleticism","Needs to add functional strength, can be controlled in run game, pass rush moves need refinement, sometimes plays with high pad level, anchor against double teams needs improvement, consistency play-to-play",6-1,190,4.43,7.79
Caleb Rogers,"Rogers is a technically sound offensive tackle with good foot quickness and pass protection fundamentals. His kick-slide is smooth and he shows the ability to mirror edge rushers through their rush path. Rogers demonstrates good hand placement and the patience to avoid lunging or overextending. In the run game, he displays the mobility to execute zone concepts effectively and reach second-level defenders. His competitive toughness is evident in his consistent effort to sustain blocks and finish. Rogers' football intelligence stands out in his ability to identify stunts and blitzes pre-snap and adjust accordingly.","Technique, foot quickness, hand placement, mirroring ability, zone blocking skills, football IQ, competitive toughness, pass protection fundamentals","Play strength can improve, anchor against power rushers needs development, sometimes struggles to generate movement in gap schemes, hand strength in run blocking can be inconsistent, can add more functional power",6-5,312,5.1,9.03
Jake Briningstool,"Briningstool is an athletic tight end with excellent receiving skills and route running ability. He creates separation with his quickness out of breaks and understanding of leverage. His hands are reliable, showing the ability to make difficult catches away from his frame. After the catch, Briningstool demonstrates good field vision and the ability to pick up additional yardage. His blocking continues to improve, showing better technique and engagement in both pass protection and the run game. Briningstool's versatility allows him to align in-line, in the slot, or out wide, creating matchup advantages against different defenders.","Receiving ability, route running, hands, separation quickness, yards after catch, versatility, athleticism, mismatch potential","Blocking technique needs continued development, play strength can improve, can add more bulk to frame, sometimes rounded in routes, in-line blocking power is adequate not elite, consistency as a blocker",6-6,241,4.75,6.28
Justin Walley,"Walley is a physical cornerback with excellent ball skills and competitive toughness. He possesses good short-area quickness and reaction time to drive on underneath routes. His tackling is a strength, breaking down in space and finishing with proper form. Walley demonstrates good route recognition and the ability to anticipate and jump routes effectively. In press coverage, he uses his strength well to disrupt receivers at the line of scrimmage. His competitive nature is evident in his aggressive play style and willingness to support the run. Walley's ball skills allow him to make plays at the catch point and convert deflections into interceptions.","Ball skills, competitive toughness, tackling ability, route recognition, press technique, play strength, run support, physicality","Deep speed can be tested by faster receivers, recovery quickness when beaten can improve, sometimes overly aggressive leading to penalties, change of direction needs refinement, occasionally guesses on routes",5-11,195,4.4,5.96
Jaylin Smith,"Smith is a versatile defensive back with excellent athleticism and closing speed. He displays fluid hips in coverage, transitioning smoothly from backpedal to forward movement. In man coverage, Smith demonstrates the speed to match receivers downfield and the physicality to disrupt at the catch point. He's an intelligent zone defender who reads quarterback eyes well and breaks quickly on the ball. Against the run, Smith is a willing tackler who takes good angles to the ball carrier. He has shown the versatility to play both corner and nickel positions effectively.","Athleticism, versatility, coverage skills, fluid hips, closing speed, ball skills, route recognition, tackling technique, competitive nature, scheme versatility","Can get overaggressive in press coverage leading to penalties, occasionally takes poor angles in open-field tackling, needs to improve play strength against larger receivers, can be inconsistent in run support, needs refinement in zone coverage spacing",5-10,187,4.45,4.82
Mello Dotson,"Dotson is a long, rangy cornerback with excellent ball skills and instincts in coverage. He displays smooth transitions in his backpedal and has the speed to carry receivers vertically. Dotson excels in press-man coverage, using his length to disrupt receivers at the line of scrimmage. His ball production stands out, showing natural hands and timing when contesting catches. Dotson demonstrates good route recognition and is rarely fooled by double moves. In zone coverage, he maintains proper depth and leverages his position well against multiple receivers.","Length, ball skills, press-man technique, vertical speed, instincts, route recognition, competitiveness, transition fluidity, playmaking ability, disruption at the catch point","Needs to add functional strength, can improve tackling technique, occasionally gets too grabby down the field leading to penalties, must develop better run support skills, can be overaggressive jumping routes",6-1,192,4.59,5.81
Antwaun Powell-Ryland,"Powell-Ryland is an explosive edge defender with an impressive first step and bend around the corner. He demonstrates good hand usage to defeat offensive tackles and the flexibility to flatten to the quarterback. As a pass rusher, he has a developing array of moves and counters to win one-on-one matchups. Against the run, Powell-Ryland shows the strength to set the edge and the pursuit speed to make plays from the backside. He plays with high motor and effort on every snap, rarely giving up on plays even when initially blocked.","First-step quickness, bend around the edge, hand usage, motor, pursuit speed, pass rush potential, flexibility, closing burst, developing counter moves, competitive toughness","Needs to add more functional strength to his frame, must improve consistency against the run, can get washed out by double teams, has to develop a more diverse pass rush plan, occasional lapses in gap discipline",6-3,252,4.69,9.17
Oronde Gadsden II,"Gadsden is a big-bodied tight end with exceptional ball skills and route-running ability. He displays natural hands, consistently plucking the ball away from his body and making contested catches in traffic. As a route runner, Gadsden shows surprising agility for his size, creating separation with precise cuts and body control. He presents a large catch radius for quarterbacks and excels in red zone situations. Gadsden demonstrates good spatial awareness to find soft spots in zone coverage and has the speed to threaten the seam.","Size, ball skills, contested catch ability, route running, catch radius, red zone effectiveness, body control, spatial awareness, seam-stretching ability, versatility","Blocking technique needs refinement, must improve play strength at the point of attack, can be slow getting off press coverage, needs to develop as an in-line blocker, occasional concentration drops",,,,7.96
Kaimon Rucker,"Rucker is a powerful edge defender who plays with excellent leverage and hand usage. He displays impressive strength at the point of attack, setting a firm edge against the run and controlling offensive tackles. As a pass rusher, Rucker combines power moves with improving finesse, showing the ability to convert speed to power effectively. He demonstrates good awareness of screen plays and has the lateral quickness to make plays in pursuit. Rucker plays with high motor and physicality, wearing down opponents throughout the game.","Strength at point of attack, leverage, hand usage, power as a pass rusher, edge-setting ability, awareness, motor, physicality, play recognition, developing pass rush repertoire","Limited bend around the edge, needs to improve first-step quickness, can struggle against athletic tackles in space, must develop more counter moves as a pass rusher, occasionally plays too high affecting his leverage",6-1,254,4.79,
Jalen Rivers,"Rivers is a massive offensive lineman with impressive power and surprising mobility for his size. He displays excellent anchor strength in pass protection, rarely getting pushed back into the pocket. In the run game, Rivers generates significant movement at the point of attack, creating lanes with his powerful drive blocking. He shows good awareness of stunts and blitzes, working well in combination with adjacent linemen. Rivers demonstrates improving hand technique, resetting effectively when defenders attempt to disengage.","Size, power, anchor strength, movement skills for size, drive blocking, awareness of stunts/blitzes, hand placement, finishing ability, creating movement in run game, competitive toughness","Foot quickness in pass protection needs improvement, can struggle with speed rushers on the edge, must maintain consistent pad level, sometimes slow to adjust to second-level defenders, lateral mobility can be inconsistent",,,,6.61
Riley Leonard,"Leonard is an athletic dual-threat quarterback with natural leadership qualities and improving passing mechanics. He displays good arm strength to make all the throws required and shows touch on intermediate passes. As a runner, Leonard is dynamic, with the speed to break containment and the vision to find running lanes. His decision-making has improved, showing better recognition of coverages and progression through reads. Leonard demonstrates poise under pressure, keeping his eyes downfield when the pocket collapses and making plays off-platform when necessary.","Athleticism, dual-threat ability, leadership, arm strength, touch on intermediate throws, running ability, improved decision-making, poise under pressure, competitive toughness, off-platform throwing","Deep ball accuracy needs refinement, occasional lapses in mechanical consistency, must improve processing speed against complex coverages, can force throws into tight windows, needs to protect himself better when running",6-4,216,4.52,
Tahj Brooks,"Brooks is a compact, powerful running back with excellent balance and contact balance. He displays impressive lower body strength, consistently breaking tackles and falling forward for extra yardage. As a runner, Brooks shows good vision, finding cutback lanes and setting up blocks effectively. He accelerates quickly through holes and has enough speed to break long runs when he finds daylight. Brooks demonstrates reliable hands as a receiver out of the backfield and has shown improvement in pass protection.","Lower body strength, contact balance, tackle-breaking ability, vision, quick acceleration, yards after contact, reliable hands, improving pass protection, durability, competitive toughness","Top-end speed is merely adequate, lateral agility is good but not elite, needs to improve route running as a receiver, can be more decisive hitting holes at times, must continue developing as a pass protector",5-10,230,4.52,8.59
Ricky White,"White is a smooth, fluid receiver with excellent route-running precision and natural hands. He displays the ability to create separation at all three levels of the field, using subtle head fakes and body control to deceive defenders. At the catch point, White shows strong hands and concentration, making difficult catches look routine. After the catch, he demonstrates good vision and enough elusiveness to create additional yardage. White has a good understanding of coverages, finding soft spots in zones and adjusting his routes accordingly.","Route running, separation ability, hands, body control, concentration at catch point, adjusting to the ball, understanding of coverages, release package, contested catch ability, intermediate route tree","Play strength needs development, can struggle against physical press coverage, must improve as a blocker in the run game, top-end speed is good but not elite, occasionally rounds off routes",6-1,184,4.61,3.36
Trevor Etienne,"Etienne is an explosive running back with exceptional burst and change-of-direction ability. He displays excellent vision, quickly identifying running lanes and making decisive cuts. In space, Etienne is elusive, making defenders miss with subtle movements and maintaining balance through contact. He shows good patience behind the line of scrimmage, setting up blocks before accelerating through holes. As a receiver, Etienne has reliable hands and the route-running ability to create mismatches against linebackers. He demonstrates competitive toughness, always fighting for extra yards.","Burst, change-of-direction, vision, elusiveness, balance, patience, receiving ability, competitive toughness, home-run threat, open-field running","Pass protection technique needs refinement, frame lacks ideal size for consistent between-the-tackles running, must improve blitz recognition, can be too patient at times, occasional ball security issues when fighting for extra yards",5-9,198,4.42,6.95
Seth McLaughlin,"McLaughlin is a technically sound center with excellent football intelligence and leadership skills. He displays good hand placement in pass protection, anchoring well against power rushers and redirecting effectively against quickness. In the run game, McLaughlin demonstrates good leverage and leg drive to create movement at the point of attack. His understanding of protections and defensive fronts stands out, making accurate line calls and adjusting blocking schemes. McLaughlin works well in combination blocks, efficiently transitioning from double teams to the second level.","Football intelligence, technique, hand placement, understanding of protections, leverage, combination blocking, leadership, consistency, communication skills, awareness of stunts/blitzes","Lacks elite power at point of attack, athletic limitations against exceptionally quick interior defenders, can struggle against massive nose tackles, needs to improve functional strength, occasionally plays too high affecting leverage",6-4,305,5.2,
Jackson Hawes,"Hawes is a lengthy tight end with developing receiving skills and improving blocking ability. He displays good athleticism for his size, moving fluidly in his routes and showing burst after the catch. As a receiver, Hawes presents a large catch radius and demonstrates reliable hands, plucking the ball away from his body. In the blocking game, he shows competitive toughness and proper technique, particularly in zone schemes where he can use his mobility. Hawes demonstrates good awareness in finding soft spots in zone coverage and has the speed to stretch the seam.","Size, length, athleticism, catch radius, reliable hands, seam-stretching ability, improving as a blocker, competitive toughness, yards after catch potential, red zone target","Route running needs refinement, must add functional strength, can struggle against physical defenders at the line of scrimmage, blocking technique is still developing, needs to improve play strength at point of attack",6-5,260,4.82,7.23
Joshua Gray,"Gray is an athletic offensive tackle with excellent movement skills and developing technique. He displays impressive lateral agility in pass protection, mirroring edge rushers and maintaining proper depth in his kick slide. In the run game, Gray demonstrates good mobility, effectively reaching defenders on outside zone plays and climbing to the second level. He shows improving hand usage, timing his punches well and resetting when defenders disengage. Gray plays with competitive toughness, finishing blocks and looking for work when unoccupied.","Athletic traits, lateral agility, kick slide, mobility in space, second-level blocking, competitive toughness, hand timing, development trajectory, zone blocking ability, pass protection upside","Anchor strength needs improvement, must add functional strength to his frame, can be susceptible to power rushes, hand placement can be inconsistent, needs to play with better leverage consistently",6-4,310,5.04,8.91
